datasetkey;confidence_level;title;text;access;reference
724ec4af-c9a3-490b-b718-a1b202437c0f;1;Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche complète à un ou plusieurs passages - ASPE - OFB;Inventaire National du Patrimoine Naturel (2021). Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche complète à un ou plusieurs passages - ASPE - OFB. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/3fl71g accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche complète à un ou plusieurs passages - ASPE - OFB. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/3fl71g accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
ce861efd-402f-4c10-a9fb-30ad0426bd15;1;Données de la plateforme régionale SINP DREAL Bourgogne - Données de l'Observatoire de la Faune de Bourgogne;Inventaire National du Patrimoine Naturel (2016). Données de la plateforme régionale SINP DREAL Bourgogne - Données de l'Observatoire de la Faune de Bourgogne. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/i8rycx accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2016). Données de la plateforme régionale SINP DREAL Bourgogne - Données de l'Observatoire de la Faune de Bourgogne. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/i8rycx accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
36d9b785-0739-4ce9-82e7-cf5001c20104;1;Données naturalistes du CEN Auvergne concernant la Faune, la Flore et la Fonge - Données naturalistes faune du Conservatoire des espaces naturels Auvergne saisies avant le 18 février 2019.;Inventaire National du Patrimoine Naturel (2019). Données naturalistes du CEN Auvergne concernant la Faune, la Flore et la Fonge - Données naturalistes faune du Conservatoire des espaces naturels Auvergne saisies avant le 18 février 2019.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/igo6zd accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2019). Données naturalistes du CEN Auvergne concernant la Faune, la Flore et la Fonge - Données naturalistes faune du Conservatoire des espaces naturels Auvergne saisies avant le 18 février 2019.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/igo6zd accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
644f3a9f-1bbc-4e9d-8fd6-6989eac05371;1;Réserves Naturelles de France (RNF) - RNF - Association Loiret Nature Environnement;Inventaire National du Patrimoine Naturel (2017). Réserves Naturelles de France (RNF) - RNF - Association Loiret Nature Environnement. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mhnw6v accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2017). Réserves Naturelles de France (RNF) - RNF - Association Loiret Nature Environnement. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mhnw6v accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
cdc3f469-f853-4339-a8a2-0260d6d7d8e5;1;Etude qualité piscicole et astacicole - Inventaire et suivi Poissons;Inventaire National du Patrimoine Naturel (2021). Etude qualité piscicole et astacicole - Inventaire et suivi Poissons. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/dswnpq accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). Etude qualité piscicole et astacicole - Inventaire et suivi Poissons. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/dswnpq accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
31e9b28d-8e86-4570-99d3-688d53f38e05;1;demande d'autorisation d'exploiter une gravière avec demande de défrichement sur la commune de Jayat - Données naturalistes CEMEX Jayat;Inventaire National du Patrimoine Naturel (2019). demande d'autorisation d'exploiter une gravière avec demande de défrichement sur la commune de Jayat - Données naturalistes CEMEX Jayat. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/evru2v accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2019). demande d'autorisation d'exploiter une gravière avec demande de défrichement sur la commune de Jayat - Données naturalistes CEMEX Jayat. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/evru2v accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
6f0b28dc-60cf-4378-b0c4-c6c6979ffcbc;1;Activité générale du bureau d'étude BIOTOPE (1994 - 2013) - Données acquises dans le cadre de l'activité du bureau d'étude BIOTOPE (1994 - 2013);Inventaire National du Patrimoine Naturel N (2022). Activité générale du bureau d'étude BIOTOPE (1994 - 2013) - Données acquises dans le cadre de l'activité du bureau d'étude BIOTOPE (1994 - 2013). Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/d3mzxf accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel N (2022). Activité générale du bureau d'étude BIOTOPE (1994 - 2013) - Données acquises dans le cadre de l'activité du bureau d'étude BIOTOPE (1994 - 2013). Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/d3mzxf accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
5bb4bd79-be45-4618-bee9-3355dc1feb51;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Larregle Guillaume provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Larregle Guillaume provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mlqyne accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Larregle Guillaume provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mlqyne accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
fa186af6-703e-43a5-9c8e-bb2726e13807;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Maxime Zucca provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Maxime Zucca provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/iuwwhy accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Maxime Zucca provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/iuwwhy accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
ba5a5851-f34e-455b-a6a6-ba8e40a28643;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Vincent le Calvez;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Vincent le Calvez. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/92eedh accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Vincent le Calvez. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/92eedh accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
fd3d0c45-dad0-43a9-b64a-4fbb177d54d1;1;Inventaires piscicoles réalisés par les Fédérations de Pêche dans le cadre d'études - Inventaires piscicoles / pêche complète;Inventaire National du Patrimoine Naturel (2022). Inventaires piscicoles réalisés par les Fédérations de Pêche dans le cadre d'études - Inventaires piscicoles / pêche complète. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/eqkemg accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). Inventaires piscicoles réalisés par les Fédérations de Pêche dans le cadre d'études - Inventaires piscicoles / pêche complète. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/eqkemg accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
a89e999a-7a77-4ea8-8962-7277e2658691;1;LIGNE NOUVELLE MONTPELLIER PERPIGNAN DUP PHASE 1 - Poisson - Inventaire non protocolé;Inventaire National du Patrimoine Naturel (2021). LIGNE NOUVELLE MONTPELLIER PERPIGNAN DUP PHASE 1 - Poisson - Inventaire non protocolé. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/wmcg7v accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). LIGNE NOUVELLE MONTPELLIER PERPIGNAN DUP PHASE 1 - Poisson - Inventaire non protocolé. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/wmcg7v accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
50c9509d-22c7-4a22-a47d-8c48425ef4a7;2;iNaturalist Research-grade Observations;iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;iNaturalist contributors, iNaturalist (2023). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
76f923c6-dbfe-4e7c-a487-805de68f8645;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Etude mise au grand Gabarit Seine amont – Hydrosphère;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Etude mise au grand Gabarit Seine amont – Hydrosphère. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/iivhzm accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Etude mise au grand Gabarit Seine amont – Hydrosphère. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/iivhzm accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
7dc565cb-9a8d-41d9-b1e2-52099bbcad12;1;Données espèces - Expertise IQE - Drambon - 2013;Inventaire National du Patrimoine Naturel (2022). Données espèces - Expertise IQE - Drambon - 2013. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/qkxyzu accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). Données espèces - Expertise IQE - Drambon - 2013. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/qkxyzu accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
25e3e8f1-86ee-440c-adfc-8e63759a6505;1;Programme d’acquisition et de valorisation de données naturalistes BioObs - Observations naturalistes des Amis de BioObs.;Inventaire National du Patrimoine Naturel (2021). Programme d’acquisition et de valorisation de données naturalistes BioObs - Observations naturalistes des Amis de BioObs.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/ldch7a accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). Programme d’acquisition et de valorisation de données naturalistes BioObs - Observations naturalistes des Amis de BioObs.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/ldch7a accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
4b301041-dbb5-4ac8-87e0-6ad96526a364;1;"Oison : outil de saisie des observations naturalistes réalisées par  les agents de l'Office français de la biodiversité (OFB) - Données d'observations ""espèce"" réalisées par des agents de l'OFB jusqu'au 31 décembre 2018.";"Inventaire National du Patrimoine Naturel (2021). Oison : outil de saisie des observations naturalistes réalisées par  les agents de l'Office français de la biodiversité (OFB) - Données d'observations ""espèce"" réalisées par des agents de l'OFB jusqu'au 31 décembre 2018.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/agequp accessed via GBIF.org on 2023-05-24.";Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;"Inventaire National du Patrimoine Naturel (2021). Oison : outil de saisie des observations naturalistes réalisées par  les agents de l'Office français de la biodiversité (OFB) - Données d'observations ""espèce"" réalisées par des agents de l'OFB jusqu'au 31 décembre 2018.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/agequp accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24"
e0908eee-ad49-4e91-b4d0-1f05dd17b291;1;Harmonised freshwater fish occurrence and abundance data for 12 federal states in Germany;Leibniz Institute for the Analysis of Biodiversity Change (LIB). Harmonised freshwater fish occurrence and abundance data for 12 federal states in Germany. Occurrence dataset https://doi.org/10.15468/c75fky accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Leibniz Institute for the Analysis of Biodiversity Change (LIB). Harmonised freshwater fish occurrence and abundance data for 12 federal states in Germany. Occurrence dataset https://doi.org/10.15468/c75fky accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
34b382fc-8add-4565-965e-ca707d6fe48c;2;MijnVISmaat - Exotic fish occurrences in Belgium;Verspui R, Brosens D, Adriaens T, Verreycken H, Desmet P, Derks E (2021). MijnVISmaat - Exotic fish occurrences in Belgium. Version 1.5. Royal Dutch Angling Association. Occurrence dataset https://doi.org/10.15468/6va6gm accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Verspui R, Brosens D, Adriaens T, Verreycken H, Desmet P, Derks E (2021). MijnVISmaat - Exotic fish occurrences in Belgium. Version 1.5. Royal Dutch Angling Association. Occurrence dataset https://doi.org/10.15468/6va6gm accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
b18ab2ec-1838-40db-b3b2-631a8dcabf61;1;VIS - Non-native fish in Flanders, Belgium;Verreycken H, Brosens D (2021). VIS - Non-native fish in Flanders, Belgium. Version 1.4. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/ycahus accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Verreycken H, Brosens D (2021). VIS - Non-native fish in Flanders, Belgium. Version 1.4. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/ycahus accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
045593aa-0ac2-4ffa-8d96-9d669b27f03c;1;Royal Dutch Angling Association (SVN) - Piscaria;Verspui R (2020). Royal Dutch Angling Association (SVN) - Piscaria. Version 7.5. Royal Dutch Angling Association. Occurrence dataset https://doi.org/10.15468/3wpqcz accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Verspui R (2020). Royal Dutch Angling Association (SVN) - Piscaria. Version 7.5. Royal Dutch Angling Association. Occurrence dataset https://doi.org/10.15468/3wpqcz accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
e0d1ce44-728d-4d0b-a303-41d151c5d4cf;1;Fish Fauna of Berlin;Senate Department for Urban Development and the Environment, Berlin (2014). Fish Fauna of Berlin. Occurrence dataset https://doi.org/10.15468/s7e5vn accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Senate Department for Urban Development and the Environment, Berlin (2014). Fish Fauna of Berlin. Occurrence dataset https://doi.org/10.15468/s7e5vn accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
