datasetkey;confidence_level;title;text;More;access;reference.1
3186cd3f-a7d0-4e64-bb60-630e20a47fa6;1;Monitoring data from the federal state Bavaria (Germany);Fischer F, Dahm V (2017). Monitoring data from the federal state Bavaria (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe88 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Fischer F, Dahm V (2017). Monitoring data from the federal state Bavaria (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe88 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
5d2f6092-6dcd-496b-abba-6d9e95ccc801;1;Monitoring data from the federal state Rhineland-Palatinate (Germany);Fischer J, Dahm V (2017). Monitoring data from the federal state Rhineland-Palatinate (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe92 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Fischer J, Dahm V (2017). Monitoring data from the federal state Rhineland-Palatinate (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe92 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
95e635d4-f762-11e1-a439-00145eb45e9a;2;Banco de Datos de la Biodiversidad de la Comunitat Valenciana;Generalitat Valenciana (2023). Banco de Datos de la Biodiversidad de la Comunitat Valenciana. Biodiversity data bank of Generalitat Valenciana. Occurrence dataset https://doi.org/10.15468/b4yqdy accessed via GBIF.org on 2023-05-17.;La Banque de donn�es sur la biodiversit� de la Communaut� valencienne est la plus grande plateforme virtuelle de compilation de donn�es actuelles sur la distribution g�ographique des esp�ces sauvages dans la Communaut� valencienne. Elle valide, par des experts de chacun des groupes taxonomiques, et rend publiques toutes les citations collect�es par les citoyens, les chercheurs, les universit�s, les administrations publiques et d'autres organisations d'int�r�t, afin de compl�ter la connaissance de l'�tat de conservation des esp�ces sauvages qui habitent la Communaut� valencienne.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Generalitat Valenciana (2023). Banco de Datos de la Biodiversidad de la Comunitat Valenciana. Biodiversity data bank of Generalitat Valenciana. Occurrence dataset https://doi.org/10.15468/b4yqdy accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
fea6b5c8-64bc-4fb9-8c36-bb4088f99e37;1;From Corsica to Britain: new outdoor records of Ocnerodrilidae (Annelida: Clitellata) in western Europe;Rota E (2014). From Corsica to Britain: new outdoor records of Ocnerodrilidae (Annelida: Clitellata) in western Europe. Biodiversity Data Journal. Checklist dataset https://doi.org/10.15468/sizim1 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Rota E (2014). From Corsica to Britain: new outdoor records of Ocnerodrilidae (Annelida: Clitellata) in western Europe. Biodiversity Data Journal. Checklist dataset https://doi.org/10.15468/sizim1 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
617fbd06-f762-11e1-a439-00145eb45e9a;1;Zielbach (Töll);GEO-Tag der Artenvielfalt. Zielbach (Töll). Occurrence dataset https://doi.org/10.15468/q2gkol accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;GEO-Tag der Artenvielfalt. Zielbach (Töll). Occurrence dataset https://doi.org/10.15468/q2gkol accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
8359171b-9432-421e-88fc-56a55f1c098c;1;Invertebrate Site Register - England (1738-2005);Natural England (2022). Invertebrate Site Register - England (1738-2005). Occurrence dataset https://doi.org/10.15468/7wbiu7 accessed via GBIF.org on 2023-05-17.;Dataset of information on the site-based occurrence of scarcer British and strongly habitat-associated terrestrial and freshwater invertebrates. It has gathered data from a wide variety of often scattered sources, synthesized it to produce readily accessible information for use in all facets of invertebrate conservation.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Natural England (2022). Invertebrate Site Register - England (1738-2005). Occurrence dataset https://doi.org/10.15468/7wbiu7 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
98af357b-541e-4f16-b35c-8ca68767be99;1;River macroinvertebrate data for 2005 and 2006;Scottish Environment Protection Agency (2022). River macroinvertebrate data for 2005 and 2006. Occurrence dataset https://doi.org/10.15468/knxcqi accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Scottish Environment Protection Agency (2022). River macroinvertebrate data for 2005 and 2006. Occurrence dataset https://doi.org/10.15468/knxcqi accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
5fe48e2c-a83d-43b7-952a-e1e62c49ad23;1;Monitoring data from the federal state Saxony (Germany);Jenemann K, Dahm V (2017). Monitoring data from the federal state Saxony (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe93 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Jenemann K, Dahm V (2017). Monitoring data from the federal state Saxony (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe93 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
71cb1778-f762-11e1-a439-00145eb45e9a;1;Feuerlöschteich, Wald und Dünen in den Holmer Sandbergen;GEO-Tag der Artenvielfalt. Feuerlöschteich, Wald und Dünen in den Holmer Sandbergen. Occurrence dataset https://doi.org/10.15468/vn9uhn accessed via GBIF.org on 2023-05-17.;"This dataset holds the observations recorded during the GEO Biodiversity Day ""Feuerl�schteich, Wald und D�nen in den Holmer Sandbergen"" in Holm";Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;GEO-Tag der Artenvielfalt. Feuerlöschteich, Wald und Dünen in den Holmer Sandbergen. Occurrence dataset https://doi.org/10.15468/vn9uhn accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
7d17a2b2-8751-41b5-ac9b-48effc1ea236;1;BRERC species records from all years at full resolution excluding Notable Species within the last 10 years;Bristol Regional Environmental Records Centre (2021). BRERC species records from all years at full resolution excluding Notable Species within the last 10 years. Occurrence dataset https://doi.org/10.15468/h1ln5p accessed via GBIF.org on 2023-05-17.;"Species records at full resolution as held at BRERC excluding; Notable Species within the last 10 years, sensitive records, and those without NHM Taxon Version Keys (species name code)
Recorder details held at BRERC. BRERC policy is not to publish personal details including names or addresses. Please let BRERC know if you come across any names or addresses and they will be removed (please note the record id number)";Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Bristol Regional Environmental Records Centre (2021). BRERC species records from all years at full resolution excluding Notable Species within the last 10 years. Occurrence dataset https://doi.org/10.15468/h1ln5p accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
2444d607-5bbc-4b7a-a804-fd9fbaebd6c6;1;Efectos del Cambio Ambiental en las comunidades de organismos de los ríos mediterráneos;Fortuño Estrada P (2020). Efectos del Cambio Ambiental en las comunidades de organismos de los ríos mediterráneos. Version 2.10. Freshwater Ecology, Hydrology and Management (F.E.H.M.) Research Group - Universitat de Barcelona. Sampling event dataset https://doi.org/10.15470/yt2uex accessed via GBIF.org on 2023-05-17.;Collection of aquatic macroinvertebrates of the studies of biodiversity monitoring and the ecological state of the rivers and streams. The study sites are within the protected areas of the Natural Parks of the Diputaci� de Barcelona and in other river reaches with reference conditions of the province of Barcelona. The main objective of the project is to examine whether global environmental changes are affecting the structure of these ecosystems. The collection includes specimens collected in spring and summer from 2012 to 2019. Specimens of macroinvertebrates are sorted and identified at major groups (6%), family (19%), subfamily (9,5%), tribe (2.5%), genus (51%) and species (11,5%) level. The macroinvertebrates have been fixed in 4% formaldehyde or 70% ethanol and preserved in 70% ethanol in 5mL vials. This project is the continuation of the first river quality monitoring studies that started back in 1979, which data will soon be included in GBIF as well. On the other hand, as the project has continuity in the future, this collection will grow year by year.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Fortuño Estrada P (2020). Efectos del Cambio Ambiental en las comunidades de organismos de los ríos mediterráneos. Version 2.10. Freshwater Ecology, Hydrology and Management (F.E.H.M.) Research Group - Universitat de Barcelona. Sampling event dataset https://doi.org/10.15470/yt2uex accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
2d8d3cd4-da79-419b-9428-4820d44d30fd;1;"Materials of the project ""Open biodiversity data: serving nature conservation in Ukraine""";"Marushchak O, Skorobogatov V, Vasyliuk O, Viter S, Marushchak M, Kuzemko A, Shynder O, Kavurka V, Nazarov N, Martynov O, Prokhorov O, Hleb R, Bezsmertna O, Kish R, Moysiyenko I, Haidash O, Rusin M, Volutsa O, Kuzio H, Prylutskyi O, Prylutska O, Hushtan H, Hushtan K (2023). Materials of the project ""Open biodiversity data: serving nature conservation in Ukraine"". Version 1.12. Ukrainian Nature Conservation Group (NGO). Occurrence dataset https://doi.org/10.15468/95qy47 accessed via GBIF.org on 2023-05-17.";"The project ""Open biodiversity data: serving nature conservation in Ukraine"" is supported by the Rufford Foundation and is aimed on collecting data on biodiversity in Ukraine by specialists of the Ukrainian Nature Conservation Group (UNCG) for publication in GBIF. The project became especially relevant in connection with the invasion of Russian troops into Ukraine, which led to many threats to rare species in different parts of Ukraine.";Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;"Marushchak O, Skorobogatov V, Vasyliuk O, Viter S, Marushchak M, Kuzemko A, Shynder O, Kavurka V, Nazarov N, Martynov O, Prokhorov O, Hleb R, Bezsmertna O, Kish R, Moysiyenko I, Haidash O, Rusin M, Volutsa O, Kuzio H, Prylutskyi O, Prylutska O, Hushtan H, Hushtan K (2023). Materials of the project ""Open biodiversity data: serving nature conservation in Ukraine"". Version 1.12. Ukrainian Nature Conservation Group (NGO). Occurrence dataset https://doi.org/10.15468/95qy47 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17"
d03f444a-7192-4fa0-bf7a-63714585c611;1;England Non Native Species records 1965 to 2017;Environment Agency (2022). England Non Native Species records 1965 to 2017. Occurrence dataset https://doi.org/10.15468/pdop0k accessed via GBIF.org on 2023-05-17.;"Non-native species records collected during Environment Agency monitoring activities. Primarily aquatic and riparian species. This set contains records from the BIOSYS database, representing invertebrate, plant and algal monitoring from marine and freshwater; adhoc records and those from River Habitat Survey and Fish monitoring. Please help us to improve our species records by reporting any errors you find within this dataset to alice.hiley@environment-agency.gov.uk";Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Environment Agency (2022). England Non Native Species records 1965 to 2017. Occurrence dataset https://doi.org/10.15468/pdop0k accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
db1abc39-7b60-4103-815d-820fa37cb62b;1;Protected and Invasive Species Records Collected Through Environment Agency Survey 1995 - 2021;Environment Agency (2022). Protected and Invasive Species Records Collected Through Environment Agency Survey 1995 - 2021. Occurrence dataset https://doi.org/10.15468/awfvnp accessed via GBIF.org on 2023-05-17.;"Protected species and invasive species records collected through Environment Agency survey, including from; BIOSYS database - invertebrate, plant and algal monitoring from marine and freshwater, the National Fish Population Database - fish monitoring, and ad-hoc records from surveys at local offices. Currently not including records for fresh water pearl mussel. Please help us to improve our species records by reporting any errors you find within this dataset to marina.flamank@environment-agency.gov.uk
The invasive records are a subset of those we collect, ones with greatest impact to our work. In future we hope to include all invasive species records we collec";Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Environment Agency (2022). Protected and Invasive Species Records Collected Through Environment Agency Survey 1995 - 2021. Occurrence dataset https://doi.org/10.15468/awfvnp accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
3c428404-893c-44da-bb4a-6c19d8fb676a;1;Alien macroinvertebrates in Flanders, Belgium;Boets P, Brosens D, Lock K, Adriaens T, Aelterman B, Mertens J, Goethals P L (2021). Alien macroinvertebrates in Flanders, Belgium. Version 1.9. Ghent University. Occurrence dataset https://doi.org/10.15468/xjtfoo accessed via GBIF.org on 2023-05-17.;An inventory was made of the alien macroinvertebrates occurring in Flanders. To this end large collections of biological samples were investigated and supplemented with own sampling campaigns. Mainly fresh and brackish surface waters were investigated. Three new macroinvertebrate species for Flanders were discovered. In total 41 alien macroinvertebrates were encountered in fresh and slightly brackish surface waters in Flanders. Additionally, 24 alien macroinvertebrate species have been reported for the Belgian part of the North Sea and its adjacent estuaries. Most alien macroinvertebrates belonged to the crustaceans and molluscs. Over 2,500 samples containing macrocrustaceans were identified to species level, which allowed us to accurately map their distribution in Flanders. Alien species found in the fresh and brackish water environment, mainly originated from the Ponto-Caspian area and North-America followed by Asia and South- and East-Europe. This overview shows that alien macroinvertebrates are widespread and abundantly present in many watercourses in Flanders. Based on observations in neighbouring countries, several additional species are expected to arrive in the near future. A follow-up of the invasive alien species together with a monitoring scheme to detect new incoming species is valuable to estimate the size of the problem and to be able to closely follow their ecological and economic impact;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Boets P, Brosens D, Lock K, Adriaens T, Aelterman B, Mertens J, Goethals P L (2021). Alien macroinvertebrates in Flanders, Belgium. Version 1.9. Ghent University. Occurrence dataset https://doi.org/10.15468/xjtfoo accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
deae7cbd-0c20-422f-a7f9-4e8acfb57c4a;1;Monitoring data from the federal state Saxony-Anhalt (Germany);Jährling M, Dahm V (2017). Monitoring data from the federal state Saxony-Anhalt (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe94 accessed via GBIF.org on 2023-05-17.;The dataset consists of occurrence data of the aquatic organism groups fish, macroinvertebrates and macrophytes that were sampled in the German federal state Saxony-Anhalt in 2008 and 2009. The sampling was conducted according to the protocols of the national monitoring programme for implementation of the Water Framework Directive.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Jährling M, Dahm V (2017). Monitoring data from the federal state Saxony-Anhalt (Germany). Version 2.2. BioFresh. Occurrence dataset https://doi.org/10.13148/bfe94 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
b394cf35-d6d1-4d9d-9d5b-693229207b02;1;Records of macrozoobenthos organisms in several water bodies of Ukraine during 2007-2021;Liashenko V (2022). Records of macrozoobenthos organisms in several water bodies of Ukraine during 2007-2021. Version 1.2. Ukrainian Nature Conservation Group (NGO). Occurrence dataset https://doi.org/10.15468/55u65q accessed via GBIF.org on 2023-05-17.;The database includes 844 records of 166 species of benthic invertebrates belonging to phylums Annelida, Arthropoda and Mollusca. Most of the records were carried out on the territory of the objects of the Nature Reserve Fund of Ukraine � Danube Biosphere Reserve, Pyriatyn National Nature Park, Hetmanskyi National Nature Park. The research area includes the rivers Danube, Udai, Vorskla and Ros, as well as several small water bodies of the Rzhyshchiv territorial community. The database includes findings of bottom-living and plant-living benthic invertebrates.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Liashenko V (2022). Records of macrozoobenthos organisms in several water bodies of Ukraine during 2007-2021. Version 1.2. Ukrainian Nature Conservation Group (NGO). Occurrence dataset https://doi.org/10.15468/55u65q accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
